chance_id,business_unit,org_country,pricelist,final_status,final_amount,days_active,cluster,cluster_label,forecast_prob_won,pred_total_days,pred_days_remaining,expected_revenue,pipeline_at_risk
99eeefed6d15e120,9387d1da6d5967e1,6b7e1f5b521de19b,d4f34f97b6d22a81,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,83.64785,83.64783846254701,,
99f54d24f3f4777f,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,214.38,214.37999330873842,,
9a0cc2f7ea196d91,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,98.49392076768088,1.1574074074074072e-05,1,C1: Active Pipeline,,59.398647,59.39863573427554,,
9a162e447666a24d,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,24265.75829556772,287.8311458333333,3,C3: Large Open,0.432,375.45825,87.62710611979168,10482.807583685255,13782.950711882468
9a1f40fa083bcf86,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,5955.983621811037,351.29144675925926,3,C3: Large Open,0.108,30.60791,0.0,643.246231155592,5312.737390655445
9a3ded2f896a79b7,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,0.0,1,C1: Active Pipeline,,64.06372,64.063720703125,,
9a40e8fe2408ce65,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,359566.85696652654,0.0036689814814814,3,C3: Large Open,,638.5271,638.5234306278935,,
9a44bd2118a9f65d,6befd145c261113d,6b7e1f5b521de19b,,Open,25102.753943361105,1.1574074074074072e-05,3,C3: Large Open,0.174,313.4362,313.4361761700666,4367.879186144832,20734.874757216276
9a650a4e784fae4b,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,214774.7079734781,1483.9917939814816,3,C3: Large Open,0.326,438.2723,0.0,70016.55479935386,144758.15317412422
9a71721a6c4d55ff,9387d1da6d5967e1,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,6211.671805216514,3.004305555555556,0,C0: High-Win,0.7806666666666666,34.354553,31.350247667100696,4849.245122605692,1362.4266826108224
9a7d26e7214c773a,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,2.4198904513070483,1.1574074074074072e-05,1,C1: Active Pipeline,,382.33917,382.3391607892072,,
9a8661b03671fa55,6befd145c261113d,6b7e1f5b521de19b,,Open,12586365.56126516,294.1341203703704,3,C3: Large Open,0.47,1528.3237,1234.1896100983795,5915591.813794625,6670773.747470534
9ab25eca84670543,ac2a5ee6878db2c2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,0.0,1,C1: Active Pipeline,,54.98126,54.981258392333984,,
9ab71da22ead3805,4928d3c96935fb3f,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,116.0360300925926,1,C1: Active Pipeline,0.38,61.915707,0.0,0.4449281560429348,0.7259354124911042
